시군구,날짜,전문의수,고령인구비율,세이상인구,전체인구,공급_raw,수요_raw,접근성_raw,공급지수,수요지수,접근성지수,AMAI_raw,AMAI
강릉시,2020-07-01,148,21.0,44791.0,212989.33,0.6948704895217052,3.304235225826617,0.88,0.7851361553906372,0.6577994317554535,0.88,0.7699958285267519,0.7867180160638316
강릉시,2020-10-01,150,21.27,45337.0,213193.33,0.7035867397915311,3.3085559256236627,0.88,0.7954780823397779,0.6586864401110173,0.88,0.7735510384960561,0.7908512780687297
강릉시,2021-01-01,147,21.5,45868.33,213184.0,0.689545181627139,3.204825638953936,0.88,0.778817618918831,0.6373913640069133,0.88,0.7606412903813857,0.7758424960738891
강릉시,2021-04-01,147,21.7,46167.0,212785.0,0.6908381699837864,3.1840925336279158,0.88,0.7803517638454434,0.6331350077394544,0.88,0.7595822564208001,0.7746112706697699
강릉시,2021-07-01,147,21.83,46558.67,213044.33,0.689997241419192,3.1573066842330335,0.88,0.7793539928412551,0.6276360669798166,0.88,0.7572820996989567,0.7719371247077054
강릉시,2021-10-01,149,22.1,47122.33,213071.0,0.6992974172928272,3.161982864599437,0.88,0.7903887539508873,0.6285960529200476,0.88,0.7610803834713564,0.7763529825995961
강릉시,2022-01-01,150,22.47,47788.0,212772.0,0.7049799785686087,3.138863312965598,0.88,0.7971311754944258,0.6238497765205335,0.88,0.7614731527406591,0.7768096133785141
강릉시,2022-04-01,148,22.73,48309.33,212405.67,0.6967798929284703,3.063590407898433,0.88,0.7874016835636367,0.6083967946244554,0.88,0.752843281027535,0.766776585465403
강릉시,2022-07-01,148,23.0,48814.0,212075.33,0.6978652349615583,3.031917072970869,0.88,0.7886894538402527,0.6018944885053102,0.88,0.7508951871007572,0.7645117452227607
강릉시,2022-10-01,152,23.33,49393.67,211554.67,0.7184904025044684,3.077317397148258,0.88,0.813161442303111,0.6112148460358622,0.88,0.7619186923874901,0.777327594625704
강릉시,2023-01-01,146,23.7,50001.33,210925.67,0.6921869680442403,2.91992233006602,0.88,0.7819521276003307,0.5789027794299092,0.88,0.7404755752735626,0.7523979780914319
강릉시,2023-04-01,147,24.0,50561.0,210548.0,0.6981780876569713,2.9073792053163507,0.88,0.7890606570092351,0.5763277668207382,0.88,0.7417678499006473,0.7539003674473743
강릉시,2023-07-01,143,24.3,50991.67,210165.33,0.6804166986058072,2.8043796172982765,0.88,0.767986573269545,0.5551826978543339,0.88,0.7275319409108167,0.7373498001838694
강릉시,2023-10-01,144,24.6,51514.33,209635.67,0.6869060022084982,2.795338695077661,0.88,0.775686203469719,0.5533266620433823,0.88,0.7292690270253521,0.7393693242340481
강릉시,2024-01-01,152,25.0,52230.67,208971.0,0.7273736547176403,2.9101675318352225,0.88,0.8237015188974527,0.5769001900476354,0.88,0.7528090085366539,0.7667367405095227
강릉시,2024-04-01,153,25.4,52918.33,208542.0,0.7336651609747676,2.8912477018832603,0.88,0.8311664603685026,0.5730160860733877,0.88,0.7537394628474694,0.7678184801207952
강릉시,2024-07-01,149,25.630000000000003,53394.0,208171.0,0.7157577184141883,2.7905757201183654,0.88,0.8099190825312043,0.5523488578022442,0.88,0.7396221140548076,0.7514057501052958
