시군구,연도,분기,기간,전문과목,전문의수
원주시,2023,4/4,2023.4/4,결핵과,0
원주시,2024,1/4,2024.1/4,결핵과,0
원주시,2024,2/4,2024.2/4,결핵과,0
원주시,2024,3/4,2024.3/4,결핵과,0
원주시,2024,4/4,2024.4/4,결핵과,0
원주시,2025,1/4,2025.1/4,결핵과,0
원주시,2025,2/4,2025.2/4,결핵과,0
원주시,2025,3/4,2025.3/4,결핵과,0
원주시,2025,4/4,2025.4/4,결핵과,0
원주시,2009,1/4,2009.1/4,내과,68
원주시,2009,2/4,2009.2/4,내과,75
원주시,2009,3/4,2009.3/4,내과,75
원주시,2009,4/4,2009.4/4,내과,77
원주시,2010,1/4,2010.1/4,내과,81
원주시,2010,2/4,2010.2/4,내과,88
원주시,2010,3/4,2010.3/4,내과,91
원주시,2010,4/4,2010.4/4,내과,89
원주시,2011,1/4,2011.1/4,내과,86
원주시,2011,2/4,2011.2/4,내과,89
원주시,2011,3/4,2011.3/4,내과,90
원주시,2011,4/4,2011.4/4,내과,90
원주시,2012,1/4,2012.1/4,내과,90
원주시,2012,2/4,2012.2/4,내과,92
원주시,2012,3/4,2012.3/4,내과,90
원주시,2012,4/4,2012.4/4,내과,93
원주시,2013,1/4,2013.1/4,내과,88
원주시,2013,2/4,2013.2/4,내과,91
원주시,2013,3/4,2013.3/4,내과,91
원주시,2013,4/4,2013.4/4,내과,91
원주시,2014,1/4,2014.1/4,내과,92
원주시,2014,2/4,2014.2/4,내과,96
원주시,2014,3/4,2014.3/4,내과,97
원주시,2014,4/4,2014.4/4,내과,99
원주시,2015,1/4,2015.1/4,내과,103
원주시,2015,2/4,2015.2/4,내과,101
원주시,2015,3/4,2015.3/4,내과,103
원주시,2015,4/4,2015.4/4,내과,104
원주시,2016,1/4,2016.1/4,내과,97
원주시,2016,2/4,2016.2/4,내과,100
원주시,2016,3/4,2016.3/4,내과,99
원주시,2016,4/4,2016.4/4,내과,98
원주시,2017,1/4,2017.1/4,내과,101
원주시,2017,2/4,2017.2/4,내과,103
원주시,2017,3/4,2017.3/4,내과,102
원주시,2017,4/4,2017.4/4,내과,103
원주시,2018,1/4,2018.1/4,내과,112
원주시,2018,2/4,2018.2/4,내과,114
원주시,2018,3/4,2018.3/4,내과,114
원주시,2018,4/4,2018.4/4,내과,114
원주시,2019,1/4,2019.1/4,내과,112
원주시,2019,2/4,2019.2/4,내과,113
원주시,2019,3/4,2019.3/4,내과,115
원주시,2019,4/4,2019.4/4,내과,115
원주시,2020,1/4,2020.1/4,내과,122
원주시,2020,2/4,2020.2/4,내과,129
원주시,2020,3/4,2020.3/4,내과,127
원주시,2020,4/4,2020.4/4,내과,129
원주시,2021,1/4,2021.1/4,내과,127
원주시,2021,2/4,2021.2/4,내과,131
원주시,2021,3/4,2021.3/4,내과,131
원주시,2021,4/4,2021.4/4,내과,126
원주시,2022,1/4,2022.1/4,내과,127
원주시,2022,2/4,2022.2/4,내과,129
원주시,2022,3/4,2022.3/4,내과,128
원주시,2022,4/4,2022.4/4,내과,129
원주시,2023,1/4,2023.1/4,내과,131
원주시,2023,2/4,2023.2/4,내과,139
원주시,2023,3/4,2023.3/4,내과,135
원주시,2023,4/4,2023.4/4,내과,135
원주시,2024,1/4,2024.1/4,내과,129
원주시,2024,2/4,2024.2/4,내과,131
원주시,2024,3/4,2024.3/4,내과,131
원주시,2024,4/4,2024.4/4,내과,130
원주시,2025,1/4,2025.1/4,내과,128
원주시,2025,2/4,2025.2/4,내과,129
원주시,2025,3/4,2025.3/4,내과,129
원주시,2025,4/4,2025.4/4,내과,131
원주시,2009,1/4,2009.1/4,마취통증의학과,23
원주시,2009,2/4,2009.2/4,마취통증의학과,22
원주시,2009,3/4,2009.3/4,마취통증의학과,24
원주시,2009,4/4,2009.4/4,마취통증의학과,23
원주시,2010,1/4,2010.1/4,마취통증의학과,22
원주시,2010,2/4,2010.2/4,마취통증의학과,23
원주시,2010,3/4,2010.3/4,마취통증의학과,22
원주시,2010,4/4,2010.4/4,마취통증의학과,22
원주시,2011,1/4,2011.1/4,마취통증의학과,24
원주시,2011,2/4,2011.2/4,마취통증의학과,24
원주시,2011,3/4,2011.3/4,마취통증의학과,25
원주시,2011,4/4,2011.4/4,마취통증의학과,25
원주시,2012,1/4,2012.1/4,마취통증의학과,27
원주시,2012,2/4,2012.2/4,마취통증의학과,25
원주시,2012,3/4,2012.3/4,마취통증의학과,23
원주시,2012,4/4,2012.4/4,마취통증의학과,24
원주시,2013,1/4,2013.1/4,마취통증의학과,26
원주시,2013,2/4,2013.2/4,마취통증의학과,26
원주시,2013,3/4,2013.3/4,마취통증의학과,25
원주시,2013,4/4,2013.4/4,마취통증의학과,25
원주시,2014,1/4,2014.1/4,마취통증의학과,25
원주시,2014,2/4,2014.2/4,마취통증의학과,25
원주시,2014,3/4,2014.3/4,마취통증의학과,26
원주시,2014,4/4,2014.4/4,마취통증의학과,25
원주시,2015,1/4,2015.1/4,마취통증의학과,23
원주시,2015,2/4,2015.2/4,마취통증의학과,27
원주시,2015,3/4,2015.3/4,마취통증의학과,25
원주시,2015,4/4,2015.4/4,마취통증의학과,22
원주시,2016,1/4,2016.1/4,마취통증의학과,23
원주시,2016,2/4,2016.2/4,마취통증의학과,24
원주시,2016,3/4,2016.3/4,마취통증의학과,23
원주시,2016,4/4,2016.4/4,마취통증의학과,22
원주시,2017,1/4,2017.1/4,마취통증의학과,23
원주시,2017,2/4,2017.2/4,마취통증의학과,23
원주시,2017,3/4,2017.3/4,마취통증의학과,24
원주시,2017,4/4,2017.4/4,마취통증의학과,24
원주시,2018,1/4,2018.1/4,마취통증의학과,25
원주시,2018,2/4,2018.2/4,마취통증의학과,24
원주시,2018,3/4,2018.3/4,마취통증의학과,24
원주시,2018,4/4,2018.4/4,마취통증의학과,23
원주시,2019,1/4,2019.1/4,마취통증의학과,23
원주시,2019,2/4,2019.2/4,마취통증의학과,21
원주시,2019,3/4,2019.3/4,마취통증의학과,23
원주시,2019,4/4,2019.4/4,마취통증의학과,24
원주시,2020,1/4,2020.1/4,마취통증의학과,24
원주시,2020,2/4,2020.2/4,마취통증의학과,25
원주시,2020,3/4,2020.3/4,마취통증의학과,27
원주시,2020,4/4,2020.4/4,마취통증의학과,27
원주시,2021,1/4,2021.1/4,마취통증의학과,29
원주시,2021,2/4,2021.2/4,마취통증의학과,29
원주시,2021,3/4,2021.3/4,마취통증의학과,29
원주시,2021,4/4,2021.4/4,마취통증의학과,31
원주시,2022,1/4,2022.1/4,마취통증의학과,33
원주시,2022,2/4,2022.2/4,마취통증의학과,35
원주시,2022,3/4,2022.3/4,마취통증의학과,35
원주시,2022,4/4,2022.4/4,마취통증의학과,36
원주시,2023,1/4,2023.1/4,마취통증의학과,37
원주시,2023,2/4,2023.2/4,마취통증의학과,37
원주시,2023,3/4,2023.3/4,마취통증의학과,37
원주시,2023,4/4,2023.4/4,마취통증의학과,37
원주시,2024,1/4,2024.1/4,마취통증의학과,35
원주시,2024,2/4,2024.2/4,마취통증의학과,34
원주시,2024,3/4,2024.3/4,마취통증의학과,32
원주시,2024,4/4,2024.4/4,마취통증의학과,32
원주시,2025,1/4,2025.1/4,마취통증의학과,37
원주시,2025,2/4,2025.2/4,마취통증의학과,39
원주시,2025,3/4,2025.3/4,마취통증의학과,38
원주시,2025,4/4,2025.4/4,마취통증의학과,36
원주시,2009,1/4,2009.1/4,방사선종양학과,2
원주시,2009,2/4,2009.2/4,방사선종양학과,2
원주시,2009,3/4,2009.3/4,방사선종양학과,2
원주시,2009,4/4,2009.4/4,방사선종양학과,2
원주시,2010,1/4,2010.1/4,방사선종양학과,2
원주시,2010,2/4,2010.2/4,방사선종양학과,2
원주시,2010,3/4,2010.3/4,방사선종양학과,2
원주시,2010,4/4,2010.4/4,방사선종양학과,2
원주시,2011,1/4,2011.1/4,방사선종양학과,3
원주시,2011,2/4,2011.2/4,방사선종양학과,3
원주시,2011,3/4,2011.3/4,방사선종양학과,3
원주시,2011,4/4,2011.4/4,방사선종양학과,3
원주시,2012,1/4,2012.1/4,방사선종양학과,3
원주시,2012,2/4,2012.2/4,방사선종양학과,3
원주시,2012,3/4,2012.3/4,방사선종양학과,3
원주시,2012,4/4,2012.4/4,방사선종양학과,3
원주시,2013,1/4,2013.1/4,방사선종양학과,3
원주시,2013,2/4,2013.2/4,방사선종양학과,4
원주시,2013,3/4,2013.3/4,방사선종양학과,3
원주시,2013,4/4,2013.4/4,방사선종양학과,3
원주시,2014,1/4,2014.1/4,방사선종양학과,3
원주시,2014,2/4,2014.2/4,방사선종양학과,3
원주시,2014,3/4,2014.3/4,방사선종양학과,3
원주시,2014,4/4,2014.4/4,방사선종양학과,3
원주시,2015,1/4,2015.1/4,방사선종양학과,3
원주시,2015,2/4,2015.2/4,방사선종양학과,3
원주시,2015,3/4,2015.3/4,방사선종양학과,3
원주시,2015,4/4,2015.4/4,방사선종양학과,3
원주시,2016,1/4,2016.1/4,방사선종양학과,3
원주시,2016,2/4,2016.2/4,방사선종양학과,3
원주시,2016,3/4,2016.3/4,방사선종양학과,3
원주시,2016,4/4,2016.4/4,방사선종양학과,3
원주시,2017,1/4,2017.1/4,방사선종양학과,3
원주시,2017,2/4,2017.2/4,방사선종양학과,3
원주시,2017,3/4,2017.3/4,방사선종양학과,3
원주시,2017,4/4,2017.4/4,방사선종양학과,3
원주시,2018,1/4,2018.1/4,방사선종양학과,3
원주시,2018,2/4,2018.2/4,방사선종양학과,3
원주시,2018,3/4,2018.3/4,방사선종양학과,3
원주시,2018,4/4,2018.4/4,방사선종양학과,3
원주시,2019,1/4,2019.1/4,방사선종양학과,5
원주시,2019,2/4,2019.2/4,방사선종양학과,5
원주시,2019,3/4,2019.3/4,방사선종양학과,4
원주시,2019,4/4,2019.4/4,방사선종양학과,4
원주시,2020,1/4,2020.1/4,방사선종양학과,4
원주시,2020,2/4,2020.2/4,방사선종양학과,4
원주시,2020,3/4,2020.3/4,방사선종양학과,4
원주시,2020,4/4,2020.4/4,방사선종양학과,4
원주시,2021,1/4,2021.1/4,방사선종양학과,4
원주시,2021,2/4,2021.2/4,방사선종양학과,4
원주시,2021,3/4,2021.3/4,방사선종양학과,4
원주시,2021,4/4,2021.4/4,방사선종양학과,4
원주시,2022,1/4,2022.1/4,방사선종양학과,4
원주시,2022,2/4,2022.2/4,방사선종양학과,4
원주시,2022,3/4,2022.3/4,방사선종양학과,4
원주시,2022,4/4,2022.4/4,방사선종양학과,4
원주시,2023,1/4,2023.1/4,방사선종양학과,4
원주시,2023,2/4,2023.2/4,방사선종양학과,4
원주시,2023,3/4,2023.3/4,방사선종양학과,4
원주시,2023,4/4,2023.4/4,방사선종양학과,4
원주시,2024,1/4,2024.1/4,방사선종양학과,4
원주시,2024,2/4,2024.2/4,방사선종양학과,4
원주시,2024,3/4,2024.3/4,방사선종양학과,4
원주시,2024,4/4,2024.4/4,방사선종양학과,4
원주시,2025,1/4,2025.1/4,방사선종양학과,4
원주시,2025,2/4,2025.2/4,방사선종양학과,4
원주시,2025,3/4,2025.3/4,방사선종양학과,4
원주시,2025,4/4,2025.4/4,방사선종양학과,4
원주시,2009,1/4,2009.1/4,병리과,4
원주시,2009,2/4,2009.2/4,병리과,4
원주시,2009,3/4,2009.3/4,병리과,4
원주시,2009,4/4,2009.4/4,병리과,4
원주시,2010,1/4,2010.1/4,병리과,4
원주시,2010,2/4,2010.2/4,병리과,4
원주시,2010,3/4,2010.3/4,병리과,4
원주시,2010,4/4,2010.4/4,병리과,4
원주시,2011,1/4,2011.1/4,병리과,5
원주시,2011,2/4,2011.2/4,병리과,5
원주시,2011,3/4,2011.3/4,병리과,5
원주시,2011,4/4,2011.4/4,병리과,5
원주시,2012,1/4,2012.1/4,병리과,5
원주시,2012,2/4,2012.2/4,병리과,5
원주시,2012,3/4,2012.3/4,병리과,5
원주시,2012,4/4,2012.4/4,병리과,5
원주시,2013,1/4,2013.1/4,병리과,5
원주시,2013,2/4,2013.2/4,병리과,5
원주시,2013,3/4,2013.3/4,병리과,5
원주시,2013,4/4,2013.4/4,병리과,5
원주시,2014,1/4,2014.1/4,병리과,5
원주시,2014,2/4,2014.2/4,병리과,5
원주시,2014,3/4,2014.3/4,병리과,5
원주시,2014,4/4,2014.4/4,병리과,5
원주시,2015,1/4,2015.1/4,병리과,5
원주시,2015,2/4,2015.2/4,병리과,5
원주시,2015,3/4,2015.3/4,병리과,5
원주시,2015,4/4,2015.4/4,병리과,5
원주시,2016,1/4,2016.1/4,병리과,5
원주시,2016,2/4,2016.2/4,병리과,5
원주시,2016,3/4,2016.3/4,병리과,5
원주시,2016,4/4,2016.4/4,병리과,5
원주시,2017,1/4,2017.1/4,병리과,6
원주시,2017,2/4,2017.2/4,병리과,6
원주시,2017,3/4,2017.3/4,병리과,6
원주시,2017,4/4,2017.4/4,병리과,6
원주시,2018,1/4,2018.1/4,병리과,6
원주시,2018,2/4,2018.2/4,병리과,6
원주시,2018,3/4,2018.3/4,병리과,6
원주시,2018,4/4,2018.4/4,병리과,6
원주시,2019,1/4,2019.1/4,병리과,6
원주시,2019,2/4,2019.2/4,병리과,6
원주시,2019,3/4,2019.3/4,병리과,6
원주시,2019,4/4,2019.4/4,병리과,6
원주시,2020,1/4,2020.1/4,병리과,5
원주시,2020,2/4,2020.2/4,병리과,5
원주시,2020,3/4,2020.3/4,병리과,5
원주시,2020,4/4,2020.4/4,병리과,5
원주시,2021,1/4,2021.1/4,병리과,5
원주시,2021,2/4,2021.2/4,병리과,5
원주시,2021,3/4,2021.3/4,병리과,5
원주시,2021,4/4,2021.4/4,병리과,5
원주시,2022,1/4,2022.1/4,병리과,5
원주시,2022,2/4,2022.2/4,병리과,5
원주시,2022,3/4,2022.3/4,병리과,5
원주시,2022,4/4,2022.4/4,병리과,5
원주시,2023,1/4,2023.1/4,병리과,6
원주시,2023,2/4,2023.2/4,병리과,6
원주시,2023,3/4,2023.3/4,병리과,6
원주시,2023,4/4,2023.4/4,병리과,5
원주시,2024,1/4,2024.1/4,병리과,5
원주시,2024,2/4,2024.2/4,병리과,5
원주시,2024,3/4,2024.3/4,병리과,5
원주시,2024,4/4,2024.4/4,병리과,5
원주시,2025,1/4,2025.1/4,병리과,5
원주시,2025,2/4,2025.2/4,병리과,5
원주시,2025,3/4,2025.3/4,병리과,4
원주시,2025,4/4,2025.4/4,병리과,4
원주시,2009,1/4,2009.1/4,비뇨의학과,12
원주시,2009,2/4,2009.2/4,비뇨의학과,13
원주시,2009,3/4,2009.3/4,비뇨의학과,12
원주시,2009,4/4,2009.4/4,비뇨의학과,12
원주시,2010,1/4,2010.1/4,비뇨의학과,11
원주시,2010,2/4,2010.2/4,비뇨의학과,12
원주시,2010,3/4,2010.3/4,비뇨의학과,12
원주시,2010,4/4,2010.4/4,비뇨의학과,12
원주시,2011,1/4,2011.1/4,비뇨의학과,11
원주시,2011,2/4,2011.2/4,비뇨의학과,12
원주시,2011,3/4,2011.3/4,비뇨의학과,12
원주시,2011,4/4,2011.4/4,비뇨의학과,12
원주시,2012,1/4,2012.1/4,비뇨의학과,12
원주시,2012,2/4,2012.2/4,비뇨의학과,12
원주시,2012,3/4,2012.3/4,비뇨의학과,14
원주시,2012,4/4,2012.4/4,비뇨의학과,15
원주시,2013,1/4,2013.1/4,비뇨의학과,17
원주시,2013,2/4,2013.2/4,비뇨의학과,17
원주시,2013,3/4,2013.3/4,비뇨의학과,17
원주시,2013,4/4,2013.4/4,비뇨의학과,15
원주시,2014,1/4,2014.1/4,비뇨의학과,16
원주시,2014,2/4,2014.2/4,비뇨의학과,15
원주시,2014,3/4,2014.3/4,비뇨의학과,16
원주시,2014,4/4,2014.4/4,비뇨의학과,15
원주시,2015,1/4,2015.1/4,비뇨의학과,16
원주시,2015,2/4,2015.2/4,비뇨의학과,17
원주시,2015,3/4,2015.3/4,비뇨의학과,17
원주시,2015,4/4,2015.4/4,비뇨의학과,17
원주시,2016,1/4,2016.1/4,비뇨의학과,18
원주시,2016,2/4,2016.2/4,비뇨의학과,18
원주시,2016,3/4,2016.3/4,비뇨의학과,18
원주시,2016,4/4,2016.4/4,비뇨의학과,16
원주시,2017,1/4,2017.1/4,비뇨의학과,15
원주시,2017,2/4,2017.2/4,비뇨의학과,15
원주시,2017,3/4,2017.3/4,비뇨의학과,16
원주시,2017,4/4,2017.4/4,비뇨의학과,16
원주시,2018,1/4,2018.1/4,비뇨의학과,18
원주시,2018,2/4,2018.2/4,비뇨의학과,17
원주시,2018,3/4,2018.3/4,비뇨의학과,17
원주시,2018,4/4,2018.4/4,비뇨의학과,18
원주시,2019,1/4,2019.1/4,비뇨의학과,17
원주시,2019,2/4,2019.2/4,비뇨의학과,17
원주시,2019,3/4,2019.3/4,비뇨의학과,18
원주시,2019,4/4,2019.4/4,비뇨의학과,19
원주시,2020,1/4,2020.1/4,비뇨의학과,19
원주시,2020,2/4,2020.2/4,비뇨의학과,19
원주시,2020,3/4,2020.3/4,비뇨의학과,19
원주시,2020,4/4,2020.4/4,비뇨의학과,18
원주시,2021,1/4,2021.1/4,비뇨의학과,17
원주시,2021,2/4,2021.2/4,비뇨의학과,17
원주시,2021,3/4,2021.3/4,비뇨의학과,16
원주시,2021,4/4,2021.4/4,비뇨의학과,16
원주시,2022,1/4,2022.1/4,비뇨의학과,16
원주시,2022,2/4,2022.2/4,비뇨의학과,16
원주시,2022,3/4,2022.3/4,비뇨의학과,17
원주시,2022,4/4,2022.4/4,비뇨의학과,17
원주시,2023,1/4,2023.1/4,비뇨의학과,17
원주시,2023,2/4,2023.2/4,비뇨의학과,17
원주시,2023,3/4,2023.3/4,비뇨의학과,17
원주시,2023,4/4,2023.4/4,비뇨의학과,17
원주시,2024,1/4,2024.1/4,비뇨의학과,18
원주시,2024,2/4,2024.2/4,비뇨의학과,18
원주시,2024,3/4,2024.3/4,비뇨의학과,18
원주시,2024,4/4,2024.4/4,비뇨의학과,18
원주시,2025,1/4,2025.1/4,비뇨의학과,19
원주시,2025,2/4,2025.2/4,비뇨의학과,19
원주시,2025,3/4,2025.3/4,비뇨의학과,19
원주시,2025,4/4,2025.4/4,비뇨의학과,18
원주시,2009,1/4,2009.1/4,산부인과,32
원주시,2009,2/4,2009.2/4,산부인과,34
원주시,2009,3/4,2009.3/4,산부인과,34
원주시,2009,4/4,2009.4/4,산부인과,34
원주시,2010,1/4,2010.1/4,산부인과,34
원주시,2010,2/4,2010.2/4,산부인과,34
원주시,2010,3/4,2010.3/4,산부인과,33
원주시,2010,4/4,2010.4/4,산부인과,33
원주시,2011,1/4,2011.1/4,산부인과,32
원주시,2011,2/4,2011.2/4,산부인과,31
원주시,2011,3/4,2011.3/4,산부인과,30
원주시,2011,4/4,2011.4/4,산부인과,30
원주시,2012,1/4,2012.1/4,산부인과,31
원주시,2012,2/4,2012.2/4,산부인과,31
원주시,2012,3/4,2012.3/4,산부인과,31
원주시,2012,4/4,2012.4/4,산부인과,31
원주시,2013,1/4,2013.1/4,산부인과,33
원주시,2013,2/4,2013.2/4,산부인과,33
원주시,2013,3/4,2013.3/4,산부인과,34
원주시,2013,4/4,2013.4/4,산부인과,35
원주시,2014,1/4,2014.1/4,산부인과,34
원주시,2014,2/4,2014.2/4,산부인과,34
원주시,2014,3/4,2014.3/4,산부인과,35
원주시,2014,4/4,2014.4/4,산부인과,36
원주시,2015,1/4,2015.1/4,산부인과,36
원주시,2015,2/4,2015.2/4,산부인과,37
원주시,2015,3/4,2015.3/4,산부인과,39
원주시,2015,4/4,2015.4/4,산부인과,39
원주시,2016,1/4,2016.1/4,산부인과,37
원주시,2016,2/4,2016.2/4,산부인과,36
원주시,2016,3/4,2016.3/4,산부인과,35
원주시,2016,4/4,2016.4/4,산부인과,36
원주시,2017,1/4,2017.1/4,산부인과,38
원주시,2017,2/4,2017.2/4,산부인과,37
원주시,2017,3/4,2017.3/4,산부인과,37
원주시,2017,4/4,2017.4/4,산부인과,38
원주시,2018,1/4,2018.1/4,산부인과,39
원주시,2018,2/4,2018.2/4,산부인과,38
원주시,2018,3/4,2018.3/4,산부인과,38
원주시,2018,4/4,2018.4/4,산부인과,35
원주시,2019,1/4,2019.1/4,산부인과,37
원주시,2019,2/4,2019.2/4,산부인과,38
원주시,2019,3/4,2019.3/4,산부인과,37
원주시,2019,4/4,2019.4/4,산부인과,37
원주시,2020,1/4,2020.1/4,산부인과,39
원주시,2020,2/4,2020.2/4,산부인과,39
원주시,2020,3/4,2020.3/4,산부인과,39
원주시,2020,4/4,2020.4/4,산부인과,38
원주시,2021,1/4,2021.1/4,산부인과,37
원주시,2021,2/4,2021.2/4,산부인과,37
원주시,2021,3/4,2021.3/4,산부인과,35
원주시,2021,4/4,2021.4/4,산부인과,34
원주시,2022,1/4,2022.1/4,산부인과,35
원주시,2022,2/4,2022.2/4,산부인과,36
원주시,2022,3/4,2022.3/4,산부인과,37
원주시,2022,4/4,2022.4/4,산부인과,36
원주시,2023,1/4,2023.1/4,산부인과,38
원주시,2023,2/4,2023.2/4,산부인과,39
원주시,2023,3/4,2023.3/4,산부인과,39
원주시,2023,4/4,2023.4/4,산부인과,38
원주시,2024,1/4,2024.1/4,산부인과,38
원주시,2024,2/4,2024.2/4,산부인과,38
원주시,2024,3/4,2024.3/4,산부인과,38
원주시,2024,4/4,2024.4/4,산부인과,38
원주시,2025,1/4,2025.1/4,산부인과,37
원주시,2025,2/4,2025.2/4,산부인과,36
원주시,2025,3/4,2025.3/4,산부인과,37
원주시,2025,4/4,2025.4/4,산부인과,39
원주시,2009,1/4,2009.1/4,성형외과,5
원주시,2009,2/4,2009.2/4,성형외과,5
원주시,2009,3/4,2009.3/4,성형외과,5
원주시,2009,4/4,2009.4/4,성형외과,5
원주시,2010,1/4,2010.1/4,성형외과,6
원주시,2010,2/4,2010.2/4,성형외과,7
원주시,2010,3/4,2010.3/4,성형외과,7
원주시,2010,4/4,2010.4/4,성형외과,7
원주시,2011,1/4,2011.1/4,성형외과,8
원주시,2011,2/4,2011.2/4,성형외과,9
원주시,2011,3/4,2011.3/4,성형외과,9
원주시,2011,4/4,2011.4/4,성형외과,9
원주시,2012,1/4,2012.1/4,성형외과,9
원주시,2012,2/4,2012.2/4,성형외과,9
원주시,2012,3/4,2012.3/4,성형외과,9
원주시,2012,4/4,2012.4/4,성형외과,9
원주시,2013,1/4,2013.1/4,성형외과,9
원주시,2013,2/4,2013.2/4,성형외과,10
원주시,2013,3/4,2013.3/4,성형외과,10
원주시,2013,4/4,2013.4/4,성형외과,11
원주시,2014,1/4,2014.1/4,성형외과,11
원주시,2014,2/4,2014.2/4,성형외과,10
원주시,2014,3/4,2014.3/4,성형외과,10
원주시,2014,4/4,2014.4/4,성형외과,10
원주시,2015,1/4,2015.1/4,성형외과,10
원주시,2015,2/4,2015.2/4,성형외과,11
원주시,2015,3/4,2015.3/4,성형외과,11
원주시,2015,4/4,2015.4/4,성형외과,11
원주시,2016,1/4,2016.1/4,성형외과,11
원주시,2016,2/4,2016.2/4,성형외과,10
원주시,2016,3/4,2016.3/4,성형외과,10
원주시,2016,4/4,2016.4/4,성형외과,9
원주시,2017,1/4,2017.1/4,성형외과,9
원주시,2017,2/4,2017.2/4,성형외과,10
원주시,2017,3/4,2017.3/4,성형외과,11
원주시,2017,4/4,2017.4/4,성형외과,11
원주시,2018,1/4,2018.1/4,성형외과,10
원주시,2018,2/4,2018.2/4,성형외과,11
원주시,2018,3/4,2018.3/4,성형외과,11
원주시,2018,4/4,2018.4/4,성형외과,11
원주시,2019,1/4,2019.1/4,성형외과,12
원주시,2019,2/4,2019.2/4,성형외과,11
원주시,2019,3/4,2019.3/4,성형외과,11
원주시,2019,4/4,2019.4/4,성형외과,11
원주시,2020,1/4,2020.1/4,성형외과,10
원주시,2020,2/4,2020.2/4,성형외과,10
원주시,2020,3/4,2020.3/4,성형외과,11
원주시,2020,4/4,2020.4/4,성형외과,11
원주시,2021,1/4,2021.1/4,성형외과,12
원주시,2021,2/4,2021.2/4,성형외과,12
원주시,2021,3/4,2021.3/4,성형외과,12
원주시,2021,4/4,2021.4/4,성형외과,12
원주시,2022,1/4,2022.1/4,성형외과,11
원주시,2022,2/4,2022.2/4,성형외과,9
원주시,2022,3/4,2022.3/4,성형외과,9
원주시,2022,4/4,2022.4/4,성형외과,11
원주시,2023,1/4,2023.1/4,성형외과,11
원주시,2023,2/4,2023.2/4,성형외과,10
원주시,2023,3/4,2023.3/4,성형외과,10
원주시,2023,4/4,2023.4/4,성형외과,10
원주시,2024,1/4,2024.1/4,성형외과,9
원주시,2024,2/4,2024.2/4,성형외과,9
원주시,2024,3/4,2024.3/4,성형외과,9
원주시,2024,4/4,2024.4/4,성형외과,9
원주시,2025,1/4,2025.1/4,성형외과,8
원주시,2025,2/4,2025.2/4,성형외과,10
원주시,2025,3/4,2025.3/4,성형외과,10
원주시,2025,4/4,2025.4/4,성형외과,11
원주시,2009,1/4,2009.1/4,소아청소년과,27
원주시,2009,2/4,2009.2/4,소아청소년과,28
원주시,2009,3/4,2009.3/4,소아청소년과,28
원주시,2009,4/4,2009.4/4,소아청소년과,28
원주시,2010,1/4,2010.1/4,소아청소년과,28
원주시,2010,2/4,2010.2/4,소아청소년과,26
원주시,2010,3/4,2010.3/4,소아청소년과,26
원주시,2010,4/4,2010.4/4,소아청소년과,27
원주시,2011,1/4,2011.1/4,소아청소년과,27
원주시,2011,2/4,2011.2/4,소아청소년과,26
원주시,2011,3/4,2011.3/4,소아청소년과,26
원주시,2011,4/4,2011.4/4,소아청소년과,26
원주시,2012,1/4,2012.1/4,소아청소년과,26
원주시,2012,2/4,2012.2/4,소아청소년과,26
원주시,2012,3/4,2012.3/4,소아청소년과,26
원주시,2012,4/4,2012.4/4,소아청소년과,26
원주시,2013,1/4,2013.1/4,소아청소년과,28
원주시,2013,2/4,2013.2/4,소아청소년과,28
원주시,2013,3/4,2013.3/4,소아청소년과,29
원주시,2013,4/4,2013.4/4,소아청소년과,30
원주시,2014,1/4,2014.1/4,소아청소년과,29
원주시,2014,2/4,2014.2/4,소아청소년과,30
원주시,2014,3/4,2014.3/4,소아청소년과,29
원주시,2014,4/4,2014.4/4,소아청소년과,29
원주시,2015,1/4,2015.1/4,소아청소년과,28
원주시,2015,2/4,2015.2/4,소아청소년과,28
원주시,2015,3/4,2015.3/4,소아청소년과,28
원주시,2015,4/4,2015.4/4,소아청소년과,28
원주시,2016,1/4,2016.1/4,소아청소년과,28
원주시,2016,2/4,2016.2/4,소아청소년과,28
원주시,2016,3/4,2016.3/4,소아청소년과,31
원주시,2016,4/4,2016.4/4,소아청소년과,31
원주시,2017,1/4,2017.1/4,소아청소년과,31
원주시,2017,2/4,2017.2/4,소아청소년과,32
원주시,2017,3/4,2017.3/4,소아청소년과,32
원주시,2017,4/4,2017.4/4,소아청소년과,32
원주시,2018,1/4,2018.1/4,소아청소년과,32
원주시,2018,2/4,2018.2/4,소아청소년과,30
원주시,2018,3/4,2018.3/4,소아청소년과,34
원주시,2018,4/4,2018.4/4,소아청소년과,33
원주시,2019,1/4,2019.1/4,소아청소년과,35
원주시,2019,2/4,2019.2/4,소아청소년과,35
원주시,2019,3/4,2019.3/4,소아청소년과,35
원주시,2019,4/4,2019.4/4,소아청소년과,34
원주시,2020,1/4,2020.1/4,소아청소년과,36
원주시,2020,2/4,2020.2/4,소아청소년과,37
원주시,2020,3/4,2020.3/4,소아청소년과,37
원주시,2020,4/4,2020.4/4,소아청소년과,37
원주시,2021,1/4,2021.1/4,소아청소년과,39
원주시,2021,2/4,2021.2/4,소아청소년과,39
원주시,2021,3/4,2021.3/4,소아청소년과,41
원주시,2021,4/4,2021.4/4,소아청소년과,43
원주시,2022,1/4,2022.1/4,소아청소년과,45
