시군구,연도,분기,기간,전문과목,전문의수,고령인구비율,세이상인구_평균,전체인구_평균
강릉시,2012,02-04,2012.2/4,병리과,4,15.1,32884.33,217812.67
강릉시,2012,03-04,2012.3/4,병리과,5,15.23,33201.67,217732
강릉시,2012,04-04,2012.4/4,병리과,5,15.37,33518.33,217878.33
강릉시,2013,01-04,2013.1/4,병리과,5,15.6,33938.67,217312
강릉시,2013,02-04,2013.2/4,병리과,5,15.77,34250.33,217195.33
강릉시,2013,03-04,2013.3/4,병리과,4,15.9,34512.33,216956
강릉시,2013,04-04,2013.4/4,병리과,4,16.03,34759.33,216905.33
강릉시,2014,01-04,2014.1/4,병리과,4,16.27,35150.33,216386.67
강릉시,2014,02-04,2014.2/4,병리과,4,16.4,35466.67,216135.67
강릉시,2014,03-04,2014.3/4,병리과,4,16.57,35710.33,215790.33
강릉시,2014,04-04,2014.4/4,병리과,4,16.67,35964.67,215893.67
강릉시,2015,01-04,2015.1/4,병리과,4,16.8,36168.67,215380.33
강릉시,2015,02-04,2015.2/4,병리과,4,16.9,36397,215144.67
강릉시,2015,03-04,2015.3/4,병리과,4,17.03,36621.67,214883.33
강릉시,2015,04-04,2015.4/4,병리과,4,17.17,36859.67,214710.67
강릉시,2016,01-04,2016.1/4,병리과,4,17.33,37143.33,214201.67
강릉시,2016,02-04,2016.2/4,병리과,5,17.4,37314,214214.67
강릉시,2016,03-04,2016.3/4,병리과,5,17.5,37450.33,214061.67
강릉시,2016,04-04,2016.4/4,병리과,5,17.57,37614,213930
강릉시,2017,01-04,2017.1/4,병리과,5,17.83,38101.67,213650.67
강릉시,2017,02-04,2017.2/4,병리과,4,18.2,38824.67,213766
강릉시,2017,03-04,2017.3/4,병리과,4,18.37,39301,213718.33
강릉시,2017,04-04,2017.4/4,병리과,4,18.53,39688.33,213963.67
강릉시,2018,01-04,2018.1/4,병리과,5,18.77,40042,213386
강릉시,2018,02-04,2018.2/4,병리과,5,18.97,40437.33,213168.67
강릉시,2018,03-04,2018.3/4,병리과,5,19.17,40759,212743
강릉시,2018,04-04,2018.4/4,병리과,5,19.33,41103.67,212833.67
강릉시,2019,01-04,2019.1/4,병리과,5,19.5,41542.33,212823.33
강릉시,2019,02-04,2019.2/4,병리과,5,19.73,42040.33,213223.67
강릉시,2019,03-04,2019.3/4,병리과,5,19.93,42514.67,213404.33
강릉시,2019,04-04,2019.4/4,병리과,5,20.13,42967.33,213510.67
강릉시,2020,01-04,2020.1/4,병리과,5,20.5,43673.67,213248
강릉시,2020,02-04,2020.2/4,병리과,5,20.8,44319,212943
강릉시,2020,03-04,2020.3/4,병리과,5,21,44791,212989.33
강릉시,2020,04-04,2020.4/4,병리과,5,21.27,45337,213193.33
강릉시,2021,01-04,2021.1/4,병리과,5,21.5,45868.33,213184
강릉시,2021,02-04,2021.2/4,병리과,5,21.7,46167,212785
강릉시,2021,03-04,2021.3/4,병리과,5,21.83,46558.67,213044.33
강릉시,2021,04-04,2021.4/4,병리과,5,22.1,47122.33,213071
강릉시,2022,01-04,2022.1/4,병리과,5,22.47,47788,212772
강릉시,2022,02-04,2022.2/4,병리과,5,22.73,48309.33,212405.67
강릉시,2022,03-04,2022.3/4,병리과,5,23,48814,212075.33
강릉시,2022,04-04,2022.4/4,병리과,5,23.33,49393.67,211554.67
강릉시,2023,01-04,2023.1/4,병리과,5,23.7,50001.33,210925.67
강릉시,2023,02-04,2023.2/4,병리과,5,24,50561,210548
강릉시,2023,03-04,2023.3/4,병리과,5,24.3,50991.67,210165.33
강릉시,2023,04-04,2023.4/4,병리과,5,24.6,51514.33,209635.67
강릉시,2024,01-04,2024.1/4,병리과,5,25,52230.67,208971
강릉시,2024,02-04,2024.2/4,병리과,5,25.4,52918.33,208542
강릉시,2024,03-04,2024.3/4,병리과,5,25.63,53394,208171
강릉시,2024,04-04,2024.4/4,병리과,5,26,54025.67,207818.67
강릉시,2025,01-04,2025.1/4,병리과,5,26.43,54808.67,207412
강릉시,2025,02-04,2025.2/4,병리과,5,26.8,55487.33,207027
강릉시,2025,03-04,2025.3/4,병리과,5,27.1,56089.33,206908
강릉시,2025,04-04,2025.4/4,병리과,5,27.47,56739.33,206503
강릉시,2009,01-04,2009.1/4,비뇨의학과,10,13.3,28964.67,217929
강릉시,2009,02-04,2009.2/4,비뇨의학과,12,13.5,29331,217517
강릉시,2009,03-04,2009.3/4,비뇨의학과,12,13.57,29495.67,217568.67
강릉시,2009,04-04,2009.4/4,비뇨의학과,12,13.67,29763.67,217557.67
강릉시,2010,01-04,2010.1/4,비뇨의학과,12,13.87,30116,217300.33
강릉시,2010,02-04,2010.2/4,비뇨의학과,10,14.1,30562.67,216973
강릉시,2010,03-04,2010.3/4,비뇨의학과,10,14.2,30847.67,216862.33
강릉시,2010,04-04,2010.4/4,비뇨의학과,10,14.3,31226.33,218578.67
강릉시,2011,01-04,2011.1/4,비뇨의학과,10,14.37,31403.67,218322.33
강릉시,2011,02-04,2011.2/4,비뇨의학과,10,14.53,31648,217910.33
강릉시,2011,03-04,2011.3/4,비뇨의학과,10,14.67,31925,217914
강릉시,2011,04-04,2011.4/4,비뇨의학과,10,14.77,32153,217735.33
강릉시,2012,01-04,2012.1/4,비뇨의학과,11,14.93,32498.33,217698
강릉시,2012,02-04,2012.2/4,비뇨의학과,11,15.1,32884.33,217812.67
강릉시,2012,03-04,2012.3/4,비뇨의학과,11,15.23,33201.67,217732
강릉시,2012,04-04,2012.4/4,비뇨의학과,12,15.37,33518.33,217878.33
강릉시,2013,01-04,2013.1/4,비뇨의학과,13,15.6,33938.67,217312
강릉시,2013,02-04,2013.2/4,비뇨의학과,13,15.77,34250.33,217195.33
강릉시,2013,03-04,2013.3/4,비뇨의학과,13,15.9,34512.33,216956
강릉시,2013,04-04,2013.4/4,비뇨의학과,13,16.03,34759.33,216905.33
강릉시,2014,01-04,2014.1/4,비뇨의학과,12,16.27,35150.33,216386.67
강릉시,2014,02-04,2014.2/4,비뇨의학과,12,16.4,35466.67,216135.67
강릉시,2014,03-04,2014.3/4,비뇨의학과,12,16.57,35710.33,215790.33
강릉시,2014,04-04,2014.4/4,비뇨의학과,13,16.67,35964.67,215893.67
강릉시,2015,01-04,2015.1/4,비뇨의학과,12,16.8,36168.67,215380.33
강릉시,2015,02-04,2015.2/4,비뇨의학과,12,16.9,36397,215144.67
강릉시,2015,03-04,2015.3/4,비뇨의학과,11,17.03,36621.67,214883.33
강릉시,2015,04-04,2015.4/4,비뇨의학과,12,17.17,36859.67,214710.67
강릉시,2016,01-04,2016.1/4,비뇨의학과,13,17.33,37143.33,214201.67
강릉시,2016,02-04,2016.2/4,비뇨의학과,13,17.4,37314,214214.67
강릉시,2016,03-04,2016.3/4,비뇨의학과,12,17.5,37450.33,214061.67
강릉시,2016,04-04,2016.4/4,비뇨의학과,12,17.57,37614,213930
강릉시,2017,01-04,2017.1/4,비뇨의학과,11,17.83,38101.67,213650.67
강릉시,2017,02-04,2017.2/4,비뇨의학과,11,18.2,38824.67,213766
강릉시,2017,03-04,2017.3/4,비뇨의학과,12,18.37,39301,213718.33
강릉시,2017,04-04,2017.4/4,비뇨의학과,12,18.53,39688.33,213963.67
강릉시,2018,01-04,2018.1/4,비뇨의학과,11,18.77,40042,213386
강릉시,2018,02-04,2018.2/4,비뇨의학과,12,18.97,40437.33,213168.67
강릉시,2018,03-04,2018.3/4,비뇨의학과,11,19.17,40759,212743
강릉시,2018,04-04,2018.4/4,비뇨의학과,10,19.33,41103.67,212833.67
강릉시,2019,01-04,2019.1/4,비뇨의학과,11,19.5,41542.33,212823.33
강릉시,2019,02-04,2019.2/4,비뇨의학과,11,19.73,42040.33,213223.67
강릉시,2019,03-04,2019.3/4,비뇨의학과,12,19.93,42514.67,213404.33
강릉시,2019,04-04,2019.4/4,비뇨의학과,10,20.13,42967.33,213510.67
강릉시,2020,01-04,2020.1/4,비뇨의학과,11,20.5,43673.67,213248
강릉시,2020,02-04,2020.2/4,비뇨의학과,12,20.8,44319,212943
강릉시,2020,03-04,2020.3/4,비뇨의학과,12,21,44791,212989.33
강릉시,2020,04-04,2020.4/4,비뇨의학과,12,21.27,45337,213193.33
강릉시,2021,01-04,2021.1/4,비뇨의학과,12,21.5,45868.33,213184
강릉시,2021,02-04,2021.2/4,비뇨의학과,13,21.7,46167,212785
강릉시,2021,03-04,2021.3/4,비뇨의학과,13,21.83,46558.67,213044.33
강릉시,2021,04-04,2021.4/4,비뇨의학과,12,22.1,47122.33,213071
강릉시,2022,01-04,2022.1/4,비뇨의학과,12,22.47,47788,212772
강릉시,2022,02-04,2022.2/4,비뇨의학과,13,22.73,48309.33,212405.67
강릉시,2022,03-04,2022.3/4,비뇨의학과,13,23,48814,212075.33
강릉시,2022,04-04,2022.4/4,비뇨의학과,13,23.33,49393.67,211554.67
강릉시,2023,01-04,2023.1/4,비뇨의학과,13,23.7,50001.33,210925.67
강릉시,2023,02-04,2023.2/4,비뇨의학과,13,24,50561,210548
강릉시,2023,03-04,2023.3/4,비뇨의학과,13,24.3,50991.67,210165.33
강릉시,2023,04-04,2023.4/4,비뇨의학과,13,24.6,51514.33,209635.67
강릉시,2024,01-04,2024.1/4,비뇨의학과,12,25,52230.67,208971
강릉시,2024,02-04,2024.2/4,비뇨의학과,12,25.4,52918.33,208542
강릉시,2024,03-04,2024.3/4,비뇨의학과,12,25.63,53394,208171
강릉시,2024,04-04,2024.4/4,비뇨의학과,13,26,54025.67,207818.67
강릉시,2025,01-04,2025.1/4,비뇨의학과,13,26.43,54808.67,207412
강릉시,2025,02-04,2025.2/4,비뇨의학과,11,26.8,55487.33,207027
강릉시,2025,03-04,2025.3/4,비뇨의학과,11,27.1,56089.33,206908
강릉시,2025,04-04,2025.4/4,비뇨의학과,10,27.47,56739.33,206503
강릉시,2009,01-04,2009.1/4,산부인과,17,13.3,28964.67,217929
강릉시,2009,02-04,2009.2/4,산부인과,17,13.5,29331,217517
강릉시,2009,03-04,2009.3/4,산부인과,16,13.57,29495.67,217568.67
강릉시,2009,04-04,2009.4/4,산부인과,15,13.67,29763.67,217557.67
강릉시,2010,01-04,2010.1/4,산부인과,16,13.87,30116,217300.33
강릉시,2010,02-04,2010.2/4,산부인과,17,14.1,30562.67,216973
강릉시,2010,03-04,2010.3/4,산부인과,17,14.2,30847.67,216862.33
강릉시,2010,04-04,2010.4/4,산부인과,17,14.3,31226.33,218578.67
강릉시,2011,01-04,2011.1/4,산부인과,17,14.37,31403.67,218322.33
강릉시,2011,02-04,2011.2/4,산부인과,15,14.53,31648,217910.33
강릉시,2011,03-04,2011.3/4,산부인과,15,14.67,31925,217914
강릉시,2011,04-04,2011.4/4,산부인과,15,14.77,32153,217735.33
강릉시,2012,01-04,2012.1/4,산부인과,15,14.93,32498.33,217698
강릉시,2012,02-04,2012.2/4,산부인과,17,15.1,32884.33,217812.67
강릉시,2012,03-04,2012.3/4,산부인과,21,15.23,33201.67,217732
강릉시,2012,04-04,2012.4/4,산부인과,21,15.37,33518.33,217878.33
강릉시,2013,01-04,2013.1/4,산부인과,21,15.6,33938.67,217312
강릉시,2013,02-04,2013.2/4,산부인과,21,15.77,34250.33,217195.33
강릉시,2013,03-04,2013.3/4,산부인과,22,15.9,34512.33,216956
강릉시,2013,04-04,2013.4/4,산부인과,20,16.03,34759.33,216905.33
강릉시,2014,01-04,2014.1/4,산부인과,21,16.27,35150.33,216386.67
강릉시,2014,02-04,2014.2/4,산부인과,21,16.4,35466.67,216135.67
강릉시,2014,03-04,2014.3/4,산부인과,21,16.57,35710.33,215790.33
강릉시,2014,04-04,2014.4/4,산부인과,22,16.67,35964.67,215893.67
강릉시,2015,01-04,2015.1/4,산부인과,24,16.8,36168.67,215380.33
강릉시,2015,02-04,2015.2/4,산부인과,25,16.9,36397,215144.67
강릉시,2015,03-04,2015.3/4,산부인과,25,17.03,36621.67,214883.33
강릉시,2015,04-04,2015.4/4,산부인과,25,17.17,36859.67,214710.67
강릉시,2016,01-04,2016.1/4,산부인과,25,17.33,37143.33,214201.67
강릉시,2016,02-04,2016.2/4,산부인과,24,17.4,37314,214214.67
강릉시,2016,03-04,2016.3/4,산부인과,25,17.5,37450.33,214061.67
강릉시,2016,04-04,2016.4/4,산부인과,25,17.57,37614,213930
강릉시,2017,01-04,2017.1/4,산부인과,23,17.83,38101.67,213650.67
강릉시,2017,02-04,2017.2/4,산부인과,24,18.2,38824.67,213766
강릉시,2017,03-04,2017.3/4,산부인과,24,18.37,39301,213718.33
강릉시,2017,04-04,2017.4/4,산부인과,24,18.53,39688.33,213963.67
강릉시,2018,01-04,2018.1/4,산부인과,24,18.77,40042,213386
강릉시,2018,02-04,2018.2/4,산부인과,27,18.97,40437.33,213168.67
강릉시,2018,03-04,2018.3/4,산부인과,27,19.17,40759,212743
강릉시,2018,04-04,2018.4/4,산부인과,26,19.33,41103.67,212833.67
강릉시,2019,01-04,2019.1/4,산부인과,27,19.5,41542.33,212823.33
강릉시,2019,02-04,2019.2/4,산부인과,28,19.73,42040.33,213223.67
강릉시,2019,03-04,2019.3/4,산부인과,25,19.93,42514.67,213404.33
강릉시,2019,04-04,2019.4/4,산부인과,26,20.13,42967.33,213510.67
강릉시,2020,01-04,2020.1/4,산부인과,27,20.5,43673.67,213248
강릉시,2020,02-04,2020.2/4,산부인과,27,20.8,44319,212943
강릉시,2020,03-04,2020.3/4,산부인과,28,21,44791,212989.33
강릉시,2020,04-04,2020.4/4,산부인과,28,21.27,45337,213193.33
강릉시,2021,01-04,2021.1/4,산부인과,29,21.5,45868.33,213184
강릉시,2021,02-04,2021.2/4,산부인과,29,21.7,46167,212785
강릉시,2021,03-04,2021.3/4,산부인과,29,21.83,46558.67,213044.33
강릉시,2021,04-04,2021.4/4,산부인과,29,22.1,47122.33,213071
강릉시,2022,01-04,2022.1/4,산부인과,29,22.47,47788,212772
강릉시,2022,02-04,2022.2/4,산부인과,30,22.73,48309.33,212405.67
강릉시,2022,03-04,2022.3/4,산부인과,30,23,48814,212075.33
강릉시,2022,04-04,2022.4/4,산부인과,33,23.33,49393.67,211554.67
강릉시,2023,01-04,2023.1/4,산부인과,33,23.7,50001.33,210925.67
강릉시,2023,02-04,2023.2/4,산부인과,32,24,50561,210548
강릉시,2023,03-04,2023.3/4,산부인과,32,24.3,50991.67,210165.33
강릉시,2023,04-04,2023.4/4,산부인과,32,24.6,51514.33,209635.67
강릉시,2024,01-04,2024.1/4,산부인과,32,25,52230.67,208971
강릉시,2024,02-04,2024.2/4,산부인과,32,25.4,52918.33,208542
강릉시,2024,03-04,2024.3/4,산부인과,32,25.63,53394,208171
강릉시,2024,04-04,2024.4/4,산부인과,32,26,54025.67,207818.67
강릉시,2025,01-04,2025.1/4,산부인과,34,26.43,54808.67,207412
강릉시,2025,02-04,2025.2/4,산부인과,31,26.8,55487.33,207027
강릉시,2025,03-04,2025.3/4,산부인과,30,27.1,56089.33,206908
강릉시,2025,04-04,2025.4/4,산부인과,30,27.47,56739.33,206503
강릉시,2009,01-04,2009.1/4,성형외과,8,13.3,28964.67,217929
강릉시,2009,02-04,2009.2/4,성형외과,8,13.5,29331,217517
강릉시,2009,03-04,2009.3/4,성형외과,8,13.57,29495.67,217568.67
강릉시,2009,04-04,2009.4/4,성형외과,8,13.67,29763.67,217557.67
강릉시,2010,01-04,2010.1/4,성형외과,8,13.87,30116,217300.33
강릉시,2010,02-04,2010.2/4,성형외과,7,14.1,30562.67,216973
강릉시,2010,03-04,2010.3/4,성형외과,7,14.2,30847.67,216862.33
강릉시,2010,04-04,2010.4/4,성형외과,7,14.3,31226.33,218578.67
강릉시,2011,01-04,2011.1/4,성형외과,7,14.37,31403.67,218322.33
강릉시,2011,02-04,2011.2/4,성형외과,8,14.53,31648,217910.33
강릉시,2011,03-04,2011.3/4,성형외과,8,14.67,31925,217914
강릉시,2011,04-04,2011.4/4,성형외과,8,14.77,32153,217735.33
강릉시,2012,01-04,2012.1/4,성형외과,8,14.93,32498.33,217698
강릉시,2012,02-04,2012.2/4,성형외과,8,15.1,32884.33,217812.67
강릉시,2012,03-04,2012.3/4,성형외과,8,15.23,33201.67,217732
강릉시,2012,04-04,2012.4/4,성형외과,8,15.37,33518.33,217878.33
강릉시,2013,01-04,2013.1/4,성형외과,8,15.6,33938.67,217312
강릉시,2013,02-04,2013.2/4,성형외과,9,15.77,34250.33,217195.33
강릉시,2013,03-04,2013.3/4,성형외과,9,15.9,34512.33,216956
강릉시,2013,04-04,2013.4/4,성형외과,9,16.03,34759.33,216905.33
강릉시,2014,01-04,2014.1/4,성형외과,8,16.27,35150.33,216386.67
강릉시,2014,02-04,2014.2/4,성형외과,9,16.4,35466.67,216135.67
강릉시,2014,03-04,2014.3/4,성형외과,9,16.57,35710.33,215790.33
강릉시,2014,04-04,2014.4/4,성형외과,9,16.67,35964.67,215893.67
강릉시,2015,01-04,2015.1/4,성형외과,9,16.8,36168.67,215380.33
강릉시,2015,02-04,2015.2/4,성형외과,8,16.9,36397,215144.67
강릉시,2015,03-04,2015.3/4,성형외과,7,17.03,36621.67,214883.33
강릉시,2015,04-04,2015.4/4,성형외과,8,17.17,36859.67,214710.67
강릉시,2016,01-04,2016.1/4,성형외과,8,17.33,37143.33,214201.67
강릉시,2016,02-04,2016.2/4,성형외과,8,17.4,37314,214214.67
강릉시,2016,03-04,2016.3/4,성형외과,8,17.5,37450.33,214061.67
강릉시,2016,04-04,2016.4/4,성형외과,8,17.57,37614,213930
강릉시,2017,01-04,2017.1/4,성형외과,8,17.83,38101.67,213650.67
강릉시,2017,02-04,2017.2/4,성형외과,7,18.2,38824.67,213766
강릉시,2017,03-04,2017.3/4,성형외과,7,18.37,39301,213718.33
강릉시,2017,04-04,2017.4/4,성형외과,7,18.53,39688.33,213963.67
강릉시,2018,01-04,2018.1/4,성형외과,6,18.77,40042,213386
강릉시,2018,02-04,2018.2/4,성형외과,7,18.97,40437.33,213168.67
강릉시,2018,03-04,2018.3/4,성형외과,8,19.17,40759,212743
강릉시,2018,04-04,2018.4/4,성형외과,7,19.33,41103.67,212833.67
강릉시,2019,01-04,2019.1/4,성형외과,7,19.5,41542.33,212823.33
강릉시,2019,02-04,2019.2/4,성형외과,7,19.73,42040.33,213223.67
강릉시,2019,03-04,2019.3/4,성형외과,7,19.93,42514.67,213404.33
강릉시,2019,04-04,2019.4/4,성형외과,7,20.13,42967.33,213510.67
강릉시,2020,01-04,2020.1/4,성형외과,8,20.5,43673.67,213248
강릉시,2020,02-04,2020.2/4,성형외과,9,20.8,44319,212943
강릉시,2020,03-04,2020.3/4,성형외과,9,21,44791,212989.33
강릉시,2020,04-04,2020.4/4,성형외과,9,21.27,45337,213193.33
강릉시,2021,01-04,2021.1/4,성형외과,8,21.5,45868.33,213184
강릉시,2021,02-04,2021.2/4,성형외과,8,21.7,46167,212785
강릉시,2021,03-04,2021.3/4,성형외과,8,21.83,46558.67,213044.33
강릉시,2021,04-04,2021.4/4,성형외과,8,22.1,47122.33,213071
강릉시,2022,01-04,2022.1/4,성형외과,8,22.47,47788,212772
강릉시,2022,02-04,2022.2/4,성형외과,8,22.73,48309.33,212405.67
강릉시,2022,03-04,2022.3/4,성형외과,7,23,48814,212075.33
강릉시,2022,04-04,2022.4/4,성형외과,7,23.33,49393.67,211554.67
강릉시,2023,01-04,2023.1/4,성형외과,7,23.7,50001.33,210925.67
강릉시,2023,02-04,2023.2/4,성형외과,7,24,50561,210548
강릉시,2023,03-04,2023.3/4,성형외과,7,24.3,50991.67,210165.33
강릉시,2023,04-04,2023.4/4,성형외과,7,24.6,51514.33,209635.67
강릉시,2024,01-04,2024.1/4,성형외과,7,25,52230.67,208971
강릉시,2024,02-04,2024.2/4,성형외과,8,25.4,52918.33,208542
강릉시,2024,03-04,2024.3/4,성형외과,8,25.63,53394,208171
강릉시,2024,04-04,2024.4/4,성형외과,8,26,54025.67,207818.67
강릉시,2025,01-04,2025.1/4,성형외과,8,26.43,54808.67,207412
강릉시,2025,02-04,2025.2/4,성형외과,10,26.8,55487.33,207027
강릉시,2025,03-04,2025.3/4,성형외과,9,27.1,56089.33,206908
강릉시,2025,04-04,2025.4/4,성형외과,10,27.47,56739.33,206503
강릉시,2009,01-04,2009.1/4,소아청소년과,19,13.3,28964.67,217929
강릉시,2009,02-04,2009.2/4,소아청소년과,20,13.5,29331,217517
강릉시,2009,03-04,2009.3/4,소아청소년과,20,13.57,29495.67,217568.67
강릉시,2009,04-04,2009.4/4,소아청소년과,20,13.67,29763.67,217557.67
강릉시,2010,01-04,2010.1/4,소아청소년과,22,13.87,30116,217300.33
강릉시,2010,02-04,2010.2/4,소아청소년과,22,14.1,30562.67,216973
강릉시,2010,03-04,2010.3/4,소아청소년과,22,14.2,30847.67,216862.33
강릉시,2010,04-04,2010.4/4,소아청소년과,23,14.3,31226.33,218578.67
강릉시,2011,01-04,2011.1/4,소아청소년과,23,14.37,31403.67,218322.33
강릉시,2011,02-04,2011.2/4,소아청소년과,23,14.53,31648,217910.33
강릉시,2011,03-04,2011.3/4,소아청소년과,23,14.67,31925,217914
강릉시,2011,04-04,2011.4/4,소아청소년과,23,14.77,32153,217735.33
강릉시,2012,01-04,2012.1/4,소아청소년과,22,14.93,32498.33,217698
강릉시,2012,02-04,2012.2/4,소아청소년과,22,15.1,32884.33,217812.67
강릉시,2012,03-04,2012.3/4,소아청소년과,22,15.23,33201.67,217732
강릉시,2012,04-04,2012.4/4,소아청소년과,23,15.37,33518.33,217878.33
강릉시,2013,01-04,2013.1/4,소아청소년과,23,15.6,33938.67,217312
강릉시,2013,02-04,2013.2/4,소아청소년과,23,15.77,34250.33,217195.33
강릉시,2013,03-04,2013.3/4,소아청소년과,23,15.9,34512.33,216956
강릉시,2013,04-04,2013.4/4,소아청소년과,23,16.03,34759.33,216905.33
강릉시,2014,01-04,2014.1/4,소아청소년과,23,16.27,35150.33,216386.67
강릉시,2014,02-04,2014.2/4,소아청소년과,22,16.4,35466.67,216135.67
강릉시,2014,03-04,2014.3/4,소아청소년과,24,16.57,35710.33,215790.33
강릉시,2014,04-04,2014.4/4,소아청소년과,24,16.67,35964.67,215893.67
강릉시,2015,01-04,2015.1/4,소아청소년과,23,16.8,36168.67,215380.33
강릉시,2015,02-04,2015.2/4,소아청소년과,23,16.9,36397,215144.67
강릉시,2015,03-04,2015.3/4,소아청소년과,23,17.03,36621.67,214883.33
강릉시,2015,04-04,2015.4/4,소아청소년과,22,17.17,36859.67,214710.67
강릉시,2016,01-04,2016.1/4,소아청소년과,23,17.33,37143.33,214201.67
강릉시,2016,02-04,2016.2/4,소아청소년과,22,17.4,37314,214214.67
강릉시,2016,03-04,2016.3/4,소아청소년과,22,17.5,37450.33,214061.67
강릉시,2016,04-04,2016.4/4,소아청소년과,22,17.57,37614,213930
강릉시,2017,01-04,2017.1/4,소아청소년과,21,17.83,38101.67,213650.67
